"slider_crank_v2"

"Time      "	".JOINT_3.Element_Force.X"	".JOINT_3.Element_Force.Y"	".JOINT_3.Element_Force.Mag"
2.773000e+00	1.047910e+01	-7.345603e-01	1.050482e+01
2.773372e+00	1.112767e+01	-1.099739e+00	1.118188e+01
2.773698e+00	1.057187e+01	-8.561767e-01	1.060649e+01
2.774000e+00	1.005385e+01	-6.238693e-01	1.007319e+01
2.774594e+00	1.588565e+00	3.589600e+00	3.925400e+00
2.774848e+00	1.084895e+01	-1.305212e+00	1.092718e+01
2.775000e+00	-6.157835e+00	7.142813e+00	9.430732e+00
2.775254e+00	7.159961e+00	5.585215e-01	7.181730e+00
2.775559e+00	8.919673e+00	-4.677351e-01	8.931929e+00
2.776000e+00	9.511750e+00	-7.569516e-01	9.541822e+00
2.776606e+00	9.671195e+00	-8.769637e-01	9.710878e+00
2.777000e+00	9.596510e+00	-8.651488e-01	9.635430e+00
2.778000e+00	9.838031e+00	-1.059259e+00	9.894894e+00
2.779000e+00	1.008768e+01	-1.240891e+00	1.016372e+01
2.779506e+00	1.016687e+01	-1.307256e+00	1.025057e+01
2.780000e+00	9.936828e+00	-1.230264e+00	1.001270e+01
2.780274e+00	9.944355e+00	-1.251639e+00	1.002282e+01
2.781000e+00	1.002366e+01	-1.327127e+00	1.011114e+01
2.781288e+00	9.963498e+00	-1.318769e+00	1.005040e+01
2.782000e+00	9.894288e+00	-1.330372e+00	9.983328e+00
2.782333e+00	9.897103e+00	-1.355592e+00	9.989508e+00
2.783000e+00	9.996423e+00	-1.440743e+00	1.009971e+01
2.783333e+00	9.910735e+00	-1.425059e+00	1.001267e+01
2.784000e+00	9.814411e+00	-1.432354e+00	9.918387e+00
2.784362e+00	9.846141e+00	-1.457042e+00	9.953365e+00
2.784681e+00	9.865695e+00	-1.489217e+00	9.977461e+00
2.785000e+00	9.868598e+00	-1.512386e+00	9.983817e+00
2.786000e+00	9.819491e+00	-1.550791e+00	9.941199e+00
2.787000e+00	9.747017e+00	-1.588523e+00	9.875614e+00
2.787667e+00	9.397457e+00	-1.479986e+00	9.513284e+00
2.788000e+00	9.423244e+00	-1.508997e+00	9.543302e+00
2.789000e+00	9.563006e+00	-1.628472e+00	9.700671e+00
2.790000e+00	9.596729e+00	-1.721112e+00	9.749843e+00
2.791000e+00	9.606672e+00	-1.785284e+00	9.771151e+00
2.792000e+00	9.594525e+00	-1.753420e+00	9.753431e+00
2.792251e+00	1.091758e+01	-2.296976e+00	1.115660e+01
2.792585e+00	9.565624e+00	-1.777350e+00	9.729347e+00
2.793000e+00	9.747861e+00	-1.942354e+00	9.939494e+00
2.793333e+00	9.623825e+00	-1.960927e+00	9.821570e+00
2.793667e+00	8.986311e+00	-1.683335e+00	9.142615e+00
2.794000e+00	8.659125e+00	-1.553525e+00	8.797385e+00
2.794279e+00	1.007058e+01	-2.192897e+00	1.030657e+01
2.794535e+00	1.160179e+01	-2.527115e+00	1.187383e+01
2.795000e+00	7.839149e+00	-1.260085e+00	7.939785e+00
2.795569e+00	-3.387972e+00	3.797883e+00	5.089703e+00
2.796000e+00	-2.468015e+01	1.321981e+01	2.799774e+01
2.796515e+00	8.777329e+00	-2.026365e+00	9.008200e+00
2.797000e+00	8.829750e+00	-2.043770e+00	9.063194e+00
2.797333e+00	7.197318e+00	-1.182237e+00	7.293771e+00
2.797778e+00	8.765418e+00	-1.936298e+00	8.976737e+00
2.798000e+00	7.968377e+00	-1.662171e+00	8.139893e+00
2.798339e+00	8.198693e+00	-1.974748e+00	8.433161e+00
2.798674e+00	8.057561e+00	-1.704973e+00	8.235972e+00
2.799000e+00	8.314527e+00	-1.833197e+00	8.514222e+00
2.799775e+00	8.300357e+00	-1.879165e+00	8.510416e+00
2.800000e+00	8.242422e+00	-1.867218e+00	8.451273e+00
2.801000e+00	8.143679e+00	-1.872056e+00	8.356082e+00
2.802000e+00	8.094193e+00	-1.905366e+00	8.315431e+00
2.803000e+00	8.005225e+00	-1.922581e+00	8.232858e+00
2.804000e+00	7.933183e+00	-1.939452e+00	8.166816e+00
2.804478e+00	7.917940e+00	-1.961531e+00	8.157290e+00
2.804739e+00	7.887509e+00	-1.955833e+00	8.126382e+00
2.805000e+00	7.783947e+00	-1.938510e+00	8.021699e+00
2.806000e+00	7.701520e+00	-1.950890e+00	7.944771e+00
2.807000e+00	7.621492e+00	-1.964844e+00	7.870690e+00
2.808000e+00	7.520978e+00	-1.970478e+00	7.774825e+00
2.809000e+00	7.338251e+00	-1.939094e+00	7.590127e+00
2.810000e+00	7.270645e+00	-1.964291e+00	7.531316e+00
2.811000e+00	7.008671e+00	-1.899199e+00	7.261435e+00
2.812000e+00	6.647672e+00	-1.785412e+00	6.883259e+00
2.813000e+00	4.402903e+00	-7.560272e-01	4.467343e+00
2.814000e+00	-1.201204e+01	7.030764e+00	1.391838e+01
2.814667e+00	6.091298e+00	-1.778733e+00	6.345692e+00
2.815000e+00	6.153789e+00	-1.654410e+00	6.372299e+00
2.816000e+00	5.798861e+00	-1.579584e+00	6.010148e+00
2.816333e+00	7.399757e+00	-2.383554e+00	7.774170e+00
2.816812e+00	5.680603e+00	-1.601537e+00	5.902048e+00
2.817000e+00	7.020783e+00	-2.219575e+00	7.363281e+00
2.817694e+00	5.409802e+00	-1.481605e+00	5.609020e+00
2.818000e+00	5.546782e+00	-1.562285e+00	5.762598e+00
2.818389e+00	7.051878e+00	-2.329432e+00	7.426657e+00
2.818778e+00	6.256036e+00	-1.950294e+00	6.552986e+00
2.819000e+00	5.916704e+00	-1.789868e+00	6.181506e+00
2.819389e+00	5.862448e+00	-1.777018e+00	6.125855e+00
2.820000e+00	5.807304e+00	-1.777208e+00	6.073158e+00
2.820778e+00	5.714631e+00	-1.757060e+00	5.978652e+00
2.821000e+00	5.650276e+00	-1.740796e+00	5.912360e+00
2.821556e+00	5.468143e+00	-1.673249e+00	5.718423e+00
2.822000e+00	5.513350e+00	-1.707937e+00	5.771835e+00
2.822357e+00	5.509138e+00	-1.720774e+00	5.771626e+00
2.823000e+00	5.333155e+00	-1.656459e+00	5.584479e+00
2.823333e+00	5.301488e+00	-1.654688e+00	5.553717e+00
2.823667e+00	5.225436e+00	-1.627110e+00	5.472903e+00
2.824000e+00	4.958881e+00	-1.507596e+00	5.182987e+00
2.825000e+00	-6.143192e+00	4.139314e+00	7.407616e+00
2.825459e+00	-1.350241e+01	7.377464e+00	1.538642e+01
2.825756e+00	1.043048e+00	4.709289e-01	1.144431e+00
2.826000e+00	4.857878e+00	-1.577656e+00	5.107640e+00
2.826346e+00	4.122981e+00	-1.196318e+00	4.293035e+00
2.826755e+00	5.204587e+00	-1.748174e+00	5.490341e+00
2.827000e+00	4.786903e+00	-1.552921e+00	5.032495e+00
2.827417e+00	5.885370e+00	-2.151385e+00	6.266262e+00
2.827750e+00	4.223564e+00	-1.298351e+00	4.418621e+00
2.828000e+00	4.576937e+00	-1.486291e+00	4.812215e+00
2.828444e+00	4.463735e+00	-1.442076e+00	4.690897e+00
2.829000e+00	4.455633e+00	-1.456040e+00	4.687507e+00
2.830000e+00	4.370459e+00	-1.442806e+00	4.602456e+00
2.831000e+00	4.107421e+00	-1.336175e+00	4.319291e+00
2.832000e+00	3.475222e+00	-1.034964e+00	3.626062e+00
2.832539e+00	1.580141e+00	-6.326270e-02	1.581409e+00
2.832824e+00	3.121618e+00	-8.875063e-01	3.245330e+00
2.833000e+00	-3.046346e+01	1.701793e+01	3.489459e+01
2.833417e+00	-5.925661e+00	3.936146e+00	7.113839e+00
2.833733e+00	7.965315e-02	7.124692e-01	7.169144e-01
2.834000e+00	3.461436e+00	-1.104146e+00	3.633274e+00
2.834685e+00	2.531839e+00	-6.292998e-01	2.608877e+00
2.835000e+00	2.626762e+00	-6.855037e-01	2.714738e+00
2.836000e+00	2.825583e+00	-8.166341e-01	2.941227e+00
2.837000e+00	2.844156e+00	-8.564176e-01	2.970299e+00
2.838000e+00	2.880261e+00	-9.018039e-01	3.018138e+00
2.839000e+00	2.910722e+00	-9.433826e-01	3.059784e+00
2.839547e+00	2.949574e+00	-9.738428e-01	3.106181e+00
2.840000e+00	2.929117e+00	-9.785107e-01	3.088238e+00
2.840738e+00	-1.110905e+01	6.738868e+00	1.299320e+01
2.841000e+00	4.259779e+00	-1.740060e+00	4.601470e+00
2.841453e+00	4.211964e+00	-1.725463e+00	4.551688e+00
2.841994e+00	4.062265e+00	-1.677607e+00	4.395038e+00
2.842000e+00	4.246248e+00	-1.737943e+00	4.588144e+00
2.843000e+00	2.360051e+00	-7.361279e-01	2.472190e+00
2.844000e+00	5.175423e-01	2.625168e-01	5.803146e-01
2.844556e+00	-1.151252e+00	1.181416e+00	1.649583e+00
2.845000e+00	8.140097e-01	7.636638e-02	8.175842e-01
2.846000e+00	5.714256e-01	1.899714e-01	6.021765e-01
2.847000e+00	5.191186e-01	2.000401e-01	5.563274e-01
2.847706e+00	2.931933e+00	-1.171261e+00	3.157227e+00
2.847966e+00	-5.147906e+00	3.389634e+00	6.163648e+00
2.848000e+00	-8.203620e+00	5.104383e+00	9.661993e+00
2.848471e+00	7.675501e-01	3.387390e-02	7.682973e-01
2.849000e+00	-7.631712e-01	8.919119e-01	1.173856e+00
2.849466e+00	-1.764792e-01	5.380169e-01	5.662218e-01
2.850000e+00	6.648151e-01	7.170984e-02	6.686714e-01
2.851000e+00	-2.146637e+00	1.647707e+00	2.706102e+00
2.852000e+00	-8.967942e-01	9.248561e-01	1.288254e+00
2.852717e+00	1.633059e+00	-5.366178e-01	1.718965e+00
2.853000e+00	1.156757e+00	-2.655806e-01	1.186852e+00
2.854000e+00	1.042056e+00	-2.152054e-01	1.064046e+00
2.854736e+00	-2.589267e+00	1.852670e+00	3.183817e+00
2.854993e+00	1.287848e+00	-3.507847e-01	1.334767e+00
2.855000e+00	7.794104e-01	-1.009706e-01	7.859234e-01
2.855355e+00	9.054637e-01	-1.731538e-01	9.218713e-01
2.855675e+00	9.094956e-01	-1.626446e-01	9.239240e-01
2.855955e+00	3.766318e-01	1.315425e-01	3.989423e-01
2.856000e+00	6.182264e-02	3.104849e-01	3.165800e-01
2.856279e+00	-9.021677e+00	5.557549e+00	1.059608e+01
2.856566e+00	-3.009035e+00	2.082545e+00	3.659410e+00
2.856893e+00	-9.709134e-01	8.990769e-01	1.323258e+00
2.857000e+00	-2.634155e-01	4.867348e-01	5.534426e-01
2.857273e+00	-8.361583e-01	8.171115e-01	1.169116e+00
2.857578e+00	-9.822318e-01	8.999647e-01	1.332185e+00
2.857891e+00	-8.139101e+00	5.037062e+00	9.571675e+00
2.858000e+00	-1.657580e+01	9.936977e+00	1.932616e+01
2.858297e+00	-1.947993e+00	1.453564e+00	2.430540e+00
2.859000e+00	-1.810253e+00	1.360529e+00	2.264521e+00
2.859478e+00	-1.595861e+00	1.231252e+00	2.015627e+00
2.860000e+00	-1.848619e+00	1.372670e+00	2.302524e+00
2.860337e+00	-3.736593e+00	2.468537e+00	4.478370e+00
2.860703e+00	-1.519238e+00	1.170933e+00	1.918116e+00
2.861000e+00	-2.219349e+00	1.582373e+00	2.725695e+00
2.862000e+00	-2.020360e-01	3.903875e-01	4.395691e-01
2.862462e+00	-5.270064e+00	3.344131e+00	6.241537e+00
2.863000e+00	-1.186182e+00	9.526641e-01	1.521380e+00
2.863351e+00	-1.059462e+00	8.748405e-01	1.373975e+00
2.864000e+00	-1.387928e+00	1.060498e+00	1.746711e+00
2.864717e+00	-6.047086e+00	3.780246e+00	7.131445e+00
2.865000e+00	-3.807867e+00	2.465858e+00	4.536553e+00
2.865268e+00	-6.266353e-02	2.715062e-01	2.786438e-01
2.865584e+00	-9.123320e-01	7.658468e-01	1.191164e+00
2.866000e+00	-6.891293e-01	6.299136e-01	9.336437e-01
2.866646e+00	-1.098289e+01	6.667198e+00	1.284817e+01
2.867000e+00	-6.391721e+00	3.967955e+00	7.523215e+00
2.868000e+00	-8.145613e-01	6.817208e-01	1.062193e+00
2.868521e+00	-6.023184e-01	5.515184e-01	8.166763e-01
2.869000e+00	-8.475398e-01	6.909462e-01	1.093495e+00
2.869531e+00	-2.002565e+00	1.364980e+00	2.423517e+00
2.870000e+00	-7.777817e+00	4.760070e+00	9.118810e+00
2.870333e+00	1.132978e+00	-4.864439e-01	1.232991e+00
2.870611e+00	-1.018894e+00	7.678005e-01	1.275798e+00
2.871000e+00	-1.222793e+00	8.942739e-01	1.514909e+00
2.872000e+00	-7.043180e+00	4.314695e+00	8.259721e+00
2.872333e+00	-6.377307e+00	3.917581e+00	7.484483e+00
2.873000e+00	-5.183494e+00	3.208297e+00	6.096046e+00
2.874000e+00	-3.761022e+00	2.361916e+00	4.441163e+00
2.875000e+00	-2.710485e+00	1.733426e+00	3.217374e+00
2.876000e+00	-1.929772e+00	1.264549e+00	2.307185e+00
2.877000e+00	-1.349243e+00	9.146771e-01	1.630059e+00
2.877904e+00	-3.889897e+01	2.302158e+01	4.520092e+01
2.878000e+00	-2.385415e+00	1.513319e+00	2.824949e+00
2.878448e+00	1.113860e-01	3.973862e-02	1.182625e-01
2.878724e+00	-7.326674e-01	5.339384e-01	9.065824e-01
2.879000e+00	-1.755419e+00	1.134438e+00	2.090083e+00
2.879437e+00	2.334144e-01	-3.986543e-02	2.367942e-01
2.879719e+00	-3.650502e+00	2.240760e+00	4.283359e+00
2.880000e+00	-1.173833e+00	7.793160e-01	1.408977e+00
2.881000e+00	-1.349486e+00	8.777662e-01	1.609841e+00
2.882000e+00	-3.047284e+01	1.798906e+01	3.538644e+01
2.882536e+00	-2.822045e+01	1.665255e+01	3.276738e+01
2.883000e+00	-2.614889e+01	1.542056e+01	3.035717e+01
2.884000e+00	-2.234603e+01	1.316121e+01	2.593381e+01
2.885000e+00	3.666551e-01	-1.128243e-01	3.836213e-01
2.886000e+00	2.073278e-01	-3.792742e-02	2.107684e-01
2.887000e+00	6.921549e-02	2.673494e-02	7.419934e-02
2.888000e+00	-5.896651e-02	8.641148e-02	1.046135e-01
2.889000e+00	-1.485129e-01	1.277459e-01	1.958956e-01
2.890000e+00	-2.751880e-01	1.859813e-01	3.321408e-01
2.890854e+00	2.552837e+02	-1.465681e+02	2.943670e+02
2.891000e+00	-6.944004e-01	3.774812e-01	7.903695e-01
2.892000e+00	-3.429836e-01	2.139896e-01	4.042639e-01
2.893000e+00	-5.787105e-01	3.217404e-01	6.621350e-01
2.894000e+00	-6.086761e-01	3.345269e-01	6.945465e-01
2.895000e+00	-7.925445e-01	4.176506e-01	8.958565e-01
2.896000e+00	-6.533886e-01	3.530437e-01	7.426685e-01
2.897000e+00	-8.251309e-01	4.301917e-01	9.305406e-01
2.898000e+00	-9.388870e-01	4.806301e-01	1.054758e+00
2.899000e+00	-1.107970e+00	5.559273e-01	1.239618e+00
2.900000e+00	-1.102211e+00	5.518356e-01	1.232636e+00
2.901000e+00	-1.269800e+00	6.260535e-01	1.415745e+00
2.902000e+00	-1.111773e+00	5.533155e-01	1.241853e+00
2.902307e+00	-8.842429e+02	4.961337e+02	1.013920e+03
2.902570e+00	-9.709327e-01	4.926232e-01	1.088755e+00
2.903000e+00	-1.094678e+00	5.470182e-01	1.223744e+00
2.904000e+00	-1.169232e+00	5.781492e-01	1.304362e+00
2.905000e+00	-1.372267e+00	6.663317e-01	1.525488e+00
2.906000e+00	-1.279153e+00	6.225186e-01	1.422590e+00
2.907000e+00	-1.444255e+00	6.932235e-01	1.602008e+00
2.907330e+00	-4.313591e+02	2.389560e+02	4.931233e+02
2.907789e+00	-1.015866e+00	5.126583e-01	1.137894e+00
2.908000e+00	-1.014668e+00	5.104114e-01	1.135813e+00
2.909000e+00	-1.091775e+00	5.410183e-01	1.218472e+00
2.910000e+00	-1.311106e+00	6.326889e-01	1.455780e+00
2.911000e+00	-1.237735e+00	5.967705e-01	1.374090e+00
2.911336e+00	-3.663434e+01	1.987638e+01	4.167908e+01
2.911676e+00	-1.348978e+00	6.431511e-01	1.494451e+00
2.912000e+00	-1.288971e+00	6.160195e-01	1.428610e+00
2.913000e+00	-1.444241e+00	6.779802e-01	1.595459e+00
2.913386e+00	-3.724025e+00	1.845726e+00	4.156328e+00
2.913637e+00	-2.202599e+00	1.085347e+00	2.455488e+00
2.914000e+00	-2.856013e+00	1.417129e+00	3.188270e+00
2.914311e+00	-2.132751e+00	1.041358e+00	2.373406e+00
2.914661e+00	-1.065725e+02	5.729403e+01	1.209971e+02
2.915000e+00	-1.711964e+00	8.355856e-01	1.905000e+00
2.916000e+00	-1.428244e+00	6.632085e-01	1.574714e+00
2.916488e+00	-6.924903e+00	3.580883e+00	7.795961e+00
2.916805e+00	-3.078319e+00	1.530868e+00	3.437965e+00
2.917000e+00	-2.917898e+00	1.444249e+00	3.255762e+00
2.917749e+00	-5.589965e+00	2.849889e+00	6.274518e+00
2.918000e+00	-2.661436e+01	1.399144e+01	3.006800e+01
2.918286e+00	-2.351898e+01	1.234811e+01	2.656348e+01
2.918762e+00	-1.849866e+01	9.678095e+00	2.087740e+01
2.919000e+00	-1.639172e+01	8.563664e+00	1.849392e+01
2.920000e+00	-1.025652e+01	5.314982e+00	1.155185e+01
2.921000e+00	-7.299148e+00	3.749791e+00	8.206003e+00
2.922000e+00	-5.336784e+00	2.709263e+00	5.985096e+00
2.923000e+00	-4.009622e+00	2.006402e+00	4.483606e+00
2.924000e+00	-3.154015e+00	1.547577e+00	3.513233e+00
2.925000e+00	-2.570221e+00	1.234490e+00	2.851316e+00
2.926000e+00	-2.243324e+00	1.047249e+00	2.475729e+00
2.927000e+00	-2.036664e+00	9.240772e-01	2.236497e+00
2.928000e+00	-1.936617e+00	8.532236e-01	2.116241e+00
2.929000e+00	-1.931835e+00	8.258886e-01	2.100971e+00
2.930000e+00	-1.873258e+00	7.824267e-01	2.030095e+00
2.931000e+00	-1.982780e+00	8.048145e-01	2.139893e+00
2.932000e+00	-2.007430e+00	7.997763e-01	2.160884e+00
2.933000e+00	-2.105475e+00	8.219065e-01	2.260212e+00
2.934000e+00	-2.179597e+00	8.360703e-01	2.334450e+00
2.935000e+00	-2.273559e+00	8.572496e-01	2.429804e+00
2.936000e+00	-2.364675e+00	8.773814e-01	2.522199e+00
2.937000e+00	-2.473987e+00	9.040814e-01	2.634004e+00
2.938000e+00	-2.579587e+00	9.284164e-01	2.741573e+00
2.939000e+00	-2.685282e+00	9.524116e-01	2.849180e+00
2.940000e+00	-2.790194e+00	9.754748e-01	2.955797e+00
2.941000e+00	-2.483675e+00	8.707746e-01	2.631899e+00
2.942000e+00	-2.621030e+00	9.027674e-01	2.772145e+00
2.943000e+00	-2.767380e+00	9.369767e-01	2.921698e+00
2.944000e+00	-2.915917e+00	9.710482e-01	3.073355e+00
2.945000e+00	-3.052595e+00	1.000680e+00	3.212429e+00
2.945656e+00	-1.420530e+03	6.580300e+02	1.565538e+03
2.945911e+00	-2.931630e+00	1.043812e+00	3.111912e+00
2.946000e+00	-2.647732e+00	9.064010e-01	2.798579e+00
2.946293e+00	-3.487020e+00	1.325403e+00	3.730415e+00
2.947000e+00	-3.701283e+00	1.405196e+00	3.959049e+00
2.947439e+00	-1.350525e+01	5.909457e+00	1.474155e+01
2.947719e+00	-4.049370e+00	1.574530e+00	4.344715e+00
2.948000e+00	-4.195066e+00	1.625277e+00	4.498901e+00
2.948786e+00	-5.143136e+00	2.035867e+00	5.531419e+00
2.949000e+00	-4.779387e+00	1.864482e+00	5.130189e+00
2.949389e+00	-5.854221e+00	2.349831e+00	6.308218e+00
2.949695e+00	-3.561160e+00	1.298334e+00	3.790452e+00
2.949949e+00	-3.782571e+00	1.343156e+00	4.013965e+00
2.950000e+00	-3.754361e+00	1.345184e+00	3.988076e+00
2.950281e+00	-4.803225e+00	1.854264e+00	5.148715e+00
2.951000e+00	-4.323288e+00	1.621726e+00	4.617447e+00
2.951578e+00	-4.315388e+00	1.611958e+00	4.606624e+00
2.951859e+00	-4.179806e+00	1.552611e+00	4.458855e+00
2.952000e+00	-6.909484e+00	2.759832e+00	7.440271e+00
2.952280e+00	-2.639008e+00	8.067738e-01	2.759574e+00
2.952828e+00	-4.453458e+00	1.643890e+00	4.747174e+00
2.953000e+00	-4.417228e+00	1.627092e+00	4.707370e+00
2.954000e+00	-5.119284e+00	1.929130e+00	5.470705e+00
2.955000e+00	-5.021060e+00	1.863731e+00	5.355794e+00
2.956000e+00	-5.028005e+00	1.847888e+00	5.356821e+00
2.957000e+00	-5.050226e+00	1.832820e+00	5.372524e+00
2.958000e+00	-4.922547e+00	1.759758e+00	5.227640e+00
2.959000e+00	-4.918661e+00	1.736136e+00	5.216070e+00
2.960000e+00	-4.897050e+00	1.707751e+00	5.186281e+00
2.961000e+00	-4.863419e+00	1.672707e+00	5.143033e+00
2.962000e+00	-4.864804e+00	1.653326e+00	5.138074e+00
2.962715e+00	-3.702079e+00	1.117688e+00	3.867120e+00
2.963000e+00	-6.417726e+00	2.326056e+00	6.826254e+00
2.964000e+00	-4.739861e+00	1.562106e+00	4.990637e+00
2.965000e+00	-4.173444e+00	1.281075e+00	4.365637e+00
2.965448e+00	-4.534184e+00	1.452498e+00	4.761153e+00
2.966000e+00	-4.771696e+00	1.528127e+00	5.010414e+00
2.967000e+00	-4.833406e+00	1.542538e+00	5.073583e+00
2.968000e+00	-4.763589e+00	1.491034e+00	4.991489e+00
2.969000e+00	-4.748495e+00	1.466260e+00	4.969721e+00
2.970000e+00	-4.730294e+00	1.439417e+00	4.944452e+00
2.971000e+00	-4.714299e+00	1.413657e+00	4.921691e+00
2.972000e+00	-4.707312e+00	1.392361e+00	4.908916e+00
2.973000e+00	-4.672703e+00	1.357146e+00	4.865799e+00
2.974000e+00	-4.716331e+00	1.349992e+00	4.905737e+00
2.975000e+00	-4.662498e+00	1.310811e+00	4.843255e+00
2.976000e+00	-4.491959e+00	1.227631e+00	4.656691e+00
2.977000e+00	-4.705897e+00	1.276957e+00	4.876073e+00
2.977653e+00	-4.451896e+00	1.184174e+00	4.606696e+00
2.978000e+00	-4.776462e+00	1.260269e+00	4.939926e+00
2.979000e+00	-4.721990e+00	1.227235e+00	4.878862e+00
2.980000e+00	-4.657128e+00	1.195072e+00	4.808019e+00
2.981000e+00	-4.611790e+00	1.168211e+00	4.757449e+00
2.982000e+00	-4.598690e+00	1.145633e+00	4.739243e+00
2.983000e+00	-4.557487e+00	1.113414e+00	4.691522e+00
2.984000e+00	-4.566265e+00	1.092344e+00	4.695103e+00
2.985000e+00	-4.558497e+00	1.069497e+00	4.682277e+00
2.986000e+00	-4.542641e+00	1.036585e+00	4.659410e+00
2.987000e+00	-4.532738e+00	1.015809e+00	4.645167e+00
2.988000e+00	-4.526538e+00	9.928878e-01	4.634153e+00
2.989000e+00	-4.511002e+00	9.727585e-01	4.614694e+00
2.990000e+00	-4.514357e+00	9.464088e-01	4.612495e+00
2.991000e+00	-4.504337e+00	9.252588e-01	4.598386e+00
2.992000e+00	-4.486817e+00	8.963659e-01	4.575478e+00
2.993000e+00	-4.488548e+00	8.731109e-01	4.572678e+00
2.994000e+00	-4.500745e+00	8.518297e-01	4.580647e+00
2.995000e+00	-4.502746e+00	8.336589e-01	4.579269e+00
2.996000e+00	-4.500667e+00	8.068008e-01	4.572410e+00
2.997000e+00	-4.489945e+00	7.764517e-01	4.556586e+00
2.998000e+00	-4.496346e+00	7.570394e-01	4.559631e+00
2.999000e+00	-4.490807e+00	7.308157e-01	4.549883e+00
3.000000e+00	-4.491063e+00	7.094267e-01	4.546750e+00
3.001000e+00	-4.489147e+00	6.853771e-01	4.541165e+00
3.002000e+00	-4.490340e+00	6.624022e-01	4.538935e+00
3.003000e+00	-4.491583e+00	6.389990e-01	4.536810e+00
3.004000e+00	-4.492856e+00	6.157992e-01	4.534861e+00
3.005000e+00	-4.495570e+00	5.924725e-01	4.534443e+00
3.006000e+00	-4.497859e+00	5.691746e-01	4.533729e+00
3.007000e+00	-4.501571e+00	5.458261e-01	4.534542e+00
3.008000e+00	-4.510973e+00	5.090716e-01	4.539607e+00
3.009000e+00	-4.522446e+00	5.173867e-01	4.551945e+00
3.010000e+00	-4.457225e+00	4.840107e-01	4.483428e+00
3.011000e+00	-4.596052e+00	4.402622e-01	4.617090e+00
3.012000e+00	-4.475767e+00	4.277356e-01	4.496160e+00
3.013000e+00	-4.568771e+00	4.029153e-01	4.586502e+00
3.014000e+00	-4.515268e+00	3.825822e-01	4.531447e+00
3.015000e+00	-4.564922e+00	3.560182e-01	4.578784e+00
3.016000e+00	-4.544055e+00	3.342550e-01	4.556332e+00
3.017000e+00	-4.572704e+00	3.086415e-01	4.583108e+00
3.018000e+00	-4.567960e+00	2.857467e-01	4.576888e+00
3.019000e+00	-4.587325e+00	2.602809e-01	4.594704e+00
3.020000e+00	-4.589549e+00	2.366518e-01	4.595646e+00
3.021000e+00	-4.606172e+00	2.106525e-01	4.610986e+00
3.022000e+00	-4.612877e+00	1.868417e-01	4.616660e+00
3.023000e+00	-4.627913e+00	1.629372e-01	4.630781e+00
3.024000e+00	-4.636888e+00	1.385510e-01	4.638958e+00
3.025000e+00	-4.654094e+00	1.096093e-01	4.655386e+00
3.026000e+00	-4.653352e+00	9.046085e-02	4.654231e+00
3.027000e+00	-4.686465e+00	5.908955e-02	4.686838e+00
3.028000e+00	-4.681187e+00	3.727024e-02	4.681336e+00
3.029000e+00	-4.706851e+00	1.323769e-02	4.706870e+00
3.030000e+00	-4.711776e+00	-1.589401e-02	4.711802e+00
3.031000e+00	-4.731671e+00	-4.091255e-02	4.731848e+00
3.032000e+00	-4.760314e+00	-6.963010e-02	4.760823e+00
3.033000e+00	-4.744155e+00	-8.733974e-02	4.744959e+00
3.034000e+00	-4.795186e+00	-1.194891e-01	4.796674e+00
3.035000e+00	-4.783657e+00	-1.409760e-01	4.785734e+00
3.036000e+00	-4.812378e+00	-1.695365e-01	4.815364e+00
3.037000e+00	-4.842636e+00	-2.056287e-01	4.847000e+00
3.038000e+00	-4.813981e+00	-2.146260e-01	4.818763e+00
3.039000e+00	-4.876810e+00	-2.580328e-01	4.883631e+00
3.040000e+00	-4.864771e+00	-2.760185e-01	4.872595e+00
3.041000e+00	-4.902136e+00	-3.085391e-01	4.911836e+00
3.042000e+00	-4.904620e+00	-3.319891e-01	4.915843e+00
3.043000e+00	-4.933312e+00	-3.619024e-01	4.946569e+00
3.044000e+00	-4.942475e+00	-3.871494e-01	4.957615e+00
3.045000e+00	-4.966655e+00	-4.160372e-01	4.984049e+00
3.046000e+00	-4.979653e+00	-4.423432e-01	4.999261e+00
3.047000e+00	-5.001171e+00	-4.707194e-01	5.023275e+00
3.048000e+00	-5.016451e+00	-4.976256e-01	5.041072e+00
3.049000e+00	-5.050841e+00	-5.329068e-01	5.078878e+00
3.050000e+00	-5.030081e+00	-5.428281e-01	5.059286e+00
3.051000e+00	-5.081862e+00	-5.857146e-01	5.115504e+00
3.052000e+00	-5.083420e+00	-6.064408e-01	5.119466e+00
3.053000e+00	-5.111179e+00	-6.379287e-01	5.150835e+00
3.054000e+00	-5.121075e+00	-6.629675e-01	5.163810e+00
3.055000e+00	-5.145127e+00	-6.925891e-01	5.191533e+00
3.056000e+00	-5.156682e+00	-7.183981e-01	5.206483e+00
3.057000e+00	-5.178565e+00	-7.472619e-01	5.232202e+00
3.058000e+00	-5.191205e+00	-7.725908e-01	5.248381e+00
3.059000e+00	-5.211426e+00	-8.008083e-01	5.272595e+00
3.060000e+00	-5.224321e+00	-8.268385e-01	5.289347e+00
3.061000e+00	-5.242836e+00	-8.544631e-01	5.312008e+00
3.062000e+00	-5.256112e+00	-8.804546e-01	5.329344e+00
3.063000e+00	-5.272726e+00	-9.073656e-01	5.350229e+00
3.064000e+00	-5.286002e+00	-9.331655e-01	5.367738e+00
